Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
533,Pengze-2,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
534,Penly-1,49.975,1.215,France,FR,Operational,PWR,P4 REP 1300,1982-09-01,1990-12-01,,1330.0,2015-05-24,WNA/IAEA,221.0
535,Penly-2,49.975,1.215,France,FR,Operational,PWR,P4 REP 1300,1984-08-01,1992-11-01,,1330.0,2015-05-24,WNA/IAEA,222.0
536,Penly-3,49.977611,1.21409,France,FR,Planned,PWR,,,,,,,WNA,
537,Perry-1,41.801,-81.147,United States,US,Operational,BWR,BWR-6 (Mark 3),1974-10-01,1987-11-18,,1205.0,2015-05-24,WNA/IAEA,725.0
538,Phenix,44.142,4.712,France,FR,Shutdown,FBR,PH-250,1968-11-01,1974-07-14,2010-02-01,233.0,2015-05-24,WNA/IAEA,162.0
539,Philippsburg-1,49.253,8.432,Germany,DE,Shutdown,BWR,BWR-69,1970-10-01,1980-03-26,2011-08-06,864.0,2015-05-24,WNA/IAEA,87.0
540,Philippsburg-2,49.253,8.432,Germany,DE,Shutdown,PWR,PWR,1977-07-07,1985-04-18,2019-12-31,1268.0,2020-04-18,WNA/IAEA,98.0
541,Pickering-1,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500A,1966-06-01,1971-07-29,,508.0,2015-05-24,WNA/IAEA,49.0
542,Pickering-2,43.812,-79.07,Canada,CA,Shutdown,PHWR,CANDU 500A,1966-09-01,1971-12-30,2007-05-28,508.0,2015-05-24,WNA/IAEA,50.0
543,Pickering-3,43.812,-79.07,Canada,CA,Shutdown,PHWR,CANDU 500A,1967-12-01,1972-06-01,2008-10-31,508.0,2015-05-24,WNA/IAEA,51.0
544,Pickering-4,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500A,1968-05-01,1973-06-17,,508.0,2015-05-24,WNA/IAEA,52.0
545,Pickering-5,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500B,1974-11-01,1983-05-10,,516.0,2015-05-24,WNA/IAEA,33.0
546,Pickering-6,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500B,1975-10-01,1984-02-01,,516.0,2015-05-24,WNA/IAEA,34.0
547,Pickering-7,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500B,1976-03-01,1985-01-01,,516.0,2015-05-24,WNA/IAEA,35.0
548,Pickering-8,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500B,1976-09-01,1986-02-28,,516.0,2015-05-24,WNA/IAEA,36.0
549,Pilgrim-1,41.945,-70.578,United States,US,Shutdown,BWR,BWR-3 (Mark 1),1968-08-26,1972-12-01,2019-05-31,655.0,2019-11-22,WNA/IAEA,639.0
550,Piqua,40.132222,-84.234722,United States,US,Shutdown,OCR,OCM (Organically Cooled and Moderated Reactor),1960-01-01,1963-11-01,1966-01-01,11.0,2015-05-24,IAEA,894.0
551,Point Beach-1,44.282,-87.534,United States,US,Operational,PWR,WH 2LP (DRYAMB),1967-07-19,1970-12-21,,497.0,2017-02-10,WNA/IAEA,622.0
552,Point Beach-2,44.282,-87.534,United States,US,Operational,PWR,WH 2LP (DRYAMB),1968-07-25,1972-10-01,,497.0,2017-02-10,WNA/IAEA,644.0
553,Point Lepreau,45.068,-66.455,Canada,CA,Operational,PHWR,CANDU 6,1975-05-01,1983-02-01,,660.0,2015-05-24,WNA/IAEA,37.0
554,Point Lepreau 2,45.068,-66.4546,Canada,CA,Planned,,,,,,,,WNA,
555,Prairie Island-1,44.622,-92.631,United States,US,Operational,PWR,WH 2LP (DRYAMB),1968-06-25,1973-12-16,,530.0,2017-02-10,WNA/IAEA,633.0
556,Prairie Island-2,44.622,-92.631,United States,US,Operational,PWR,WH 2LP (DRYAMB),1969-06-25,1974-12-21,,530.0,2017-02-10,WNA/IAEA,648.0
557,Qinshan-1,30.44,120.95,China,CN,Operational,PWR,CNP-300,1985-03-20,1994-04-01,,308.0,2021-04-19,WNA/IAEA,62.0
558,Qinshan-2-1 (Qinshan 2),30.44,120.95,China,CN,Operational,PWR,CNP-600,1996-06-02,2002-04-15,,610.0,2015-05-24,WNA/IAEA,65.0
559,Qinshan-2-2 (Qinshan 3),30.44,120.95,China,CN,Operational,PWR,CNP-600,1997-04-01,2004-05-03,,610.0,2015-05-24,WNA/IAEA,66.0
560,Qinshan-2-3 (Qinshan 4),30.44,120.95,China,CN,Operational,PWR,CNP-600,2006-04-28,2010-10-05,,619.0,2015-05-24,WNA/IAEA,876.0
561,Qinshan-2-4 (Qinshan 5),30.44,120.95,China,CN,Operational,PWR,CNP-600,2007-01-28,2011-12-30,,619.0,2015-05-24,WNA/IAEA,877.0
562,Qinshan-3-1 (Qinshan 6),30.44,120.95,China,CN,Operational,PHWR,CANDU 6,1998-06-08,2002-12-31,,677.0,2015-05-24,WNA/IAEA,69.0
563,Qinshan-3-2 (Qinshan 7),30.44,120.95,China,CN,Operational,PHWR,CANDU 6,1998-09-25,2003-07-24,,677.0,2015-05-24,WNA/IAEA,840.0
564,Quad Cities-1,41.727,-90.308,United States,US,Operational,BWR,BWR-3 (Mark 1),1967-02-15,1973-02-18,,789.0,2015-05-24,WNA/IAEA,615.0
565,Quad Cities-2,41.727,-90.308,United States,US,Operational,BWR,BWR-3 (Mark 1),1967-02-15,1973-03-10,,789.0,2015-05-24,WNA/IAEA,621.0
566,R. E. Ginna,43.279,-77.311,United States,US,Operational,PWR,WH 2LP (DRYAMB),1966-04-25,1970-07-01,,470.0,2017-02-10,WNA/IAEA,609.0
567,Rajasthan-1,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1965-08-01,1973-12-16,,207.0,2015-05-24,WNA/IAEA,302.0
568,Rajasthan-2,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1968-04-01,1981-04-01,,207.0,2015-05-24,WNA/IAEA,303.0
569,Rajasthan-3,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1990-02-01,2000-06-01,,202.0,2015-05-24,WNA/IAEA,287.0
570,Rajasthan-4,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1990-10-01,2000-12-23,,202.0,2015-05-24,WNA/IAEA,288.0
571,Rajasthan-5,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2002-09-18,2010-02-04,,202.0,2015-05-24,WNA/IAEA,295.0
572,Rajasthan-6,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2003-01-20,2010-03-31,,202.0,2015-05-24,WNA/IAEA,297.0
573,Rajasthan-7,24.876,75.608,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,2011-07-18,,,630.0,2015-05-24,WNA/IAEA,298.0
574,Rajasthan-8,24.876,75.608,India,IN,Under Construction,PHWR,Horizontal Pressure Tube type,2011-09-30,,,630.0,2015-05-24,WNA/IAEA,299.0
575,Rancho Seco-1,38.345,-121.12,United States,US,Shutdown,PWR,,1969-04-01,1975-04-17,1989-06-07,918.0,2015-05-24,WNA/IAEA,651.0
576,Rheinsberg,53.147,12.991,Germany,DE,Shutdown,PWR,VVER-70,1960-01-01,1966-10-11,1990-06-01,62.0,2015-05-24,WNA/IAEA,122.0
577,Ringhals-1,57.259,12.111,Sweden,SE,Shutdown,BWR,AA-I,1969-02-01,1976-01-01,2020-12-31,881.0,2021-02-14,WNA/IAEA,536.0
578,Ringhals-2,57.259,12.111,Sweden,SE,Shutdown,PWR,WH 3LP,1970-10-01,1975-05-01,2019-12-31,820.0,2020-04-18,WNA/IAEA,537.0
579,Ringhals-3,57.259,12.111,Sweden,SE,Operational,PWR,WH 3LP,1972-09-01,1981-09-09,,1072.0,2021-01-05,WNA/IAEA,539.0
580,Ringhals-4,57.259,12.111,Sweden,SE,Operational,PWR,WH 3LP,1973-11-01,1983-11-21,,1130.0,2021-04-19,WNA/IAEA,529.0
581,River Bend-1,30.727,-91.372,United States,US,Operational,BWR,BWR-6 (Mark 3),1977-03-25,1986-06-16,,966.0,2015-05-24,WNA/IAEA,739.0
582,Rolphton NPD,46.201,-77.705,Canada,CA,Shutdown,PHWR,CANDU,1958-01-01,1962-10-01,1987-08-01,17.0,2015-05-24,WNA/IAEA,29.0
583,Rostov-1 (Volgodonsk-1),47.599,42.373,Russia,RU,Operational,PWR,VVER V-320,1981-09-01,2001-12-25,,950.0,2015-05-24,WNA/IAEA,502.0
584,Rostov-2 (Volgodonsk-2),47.599,42.373,Russia,RU,Operational,PWR,VVER V-320,1983-05-01,2010-12-10,,950.0,2015-05-24,WNA/IAEA,505.0
585,Rostov-3 (Volgodonsk-3),47.599,42.373,Russia,RU,Operational,PWR,VVER V-320,2009-09-15,2015-09-17,,950.0,2017-02-10,WNA/IAEA,506.0
586,Rostov-4 (Volgodonsk-4),47.599,42.373,Russia,RU,Operational,PWR,VVER V-320,2010-06-16,2018-09-28,,950.0,2019-06-02,WNA/IAEA,507.0
587,Rovno-1,51.326,25.9,Ukraine,UA,Operational,PWR,VVER V-213,1973-08-01,1981-09-22,,361.0,2015-05-24,WNA/IAEA,570.0
588,Rovno-2,51.326,25.9,Ukraine,UA,Operational,PWR,VVER V-213,1973-10-01,1982-07-29,,384.0,2015-05-24,WNA/IAEA,571.0
589,Rovno-3,51.326,25.9,Ukraine,UA,Operational,PWR,VVER V-320,1980-02-01,1987-05-16,,950.0,2015-05-24,WNA/IAEA,572.0
590,Rovno-4,51.326,25.9,Ukraine,UA,Operational,PWR,VVER V-320,1986-08-01,2006-04-06,,950.0,2015-05-24,WNA/IAEA,589.0
591,Salem-1,39.463,-75.534,United States,US,Operational,PWR,WH 4LP (DRYAMB),1968-09-25,1977-06-30,,1090.0,2017-02-10,WNA/IAEA,627.0
592,Salem-2,39.463,-75.534,United States,US,Operational,PWR,WH 4LP (DRYAMB),1968-09-25,1981-10-13,,1115.0,2017-02-10,WNA/IAEA,650.0
593,San Onofre-1,33.368,-117.556,United States,US,Shutdown,PWR,,1964-05-01,1968-01-01,1992-11-30,436.0,2015-05-24,WNA/IAEA,604.0
594,San Onofre-2,33.368,-117.556,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,1974-03-01,1983-08-08,2013-06-07,1070.0,2015-05-24,WNA/IAEA,683.0
595,San Onofre-3,33.368,-117.556,United States,US,Shutdown,PWR,CE (2-loop) DRYAMB,1974-03-01,1984-04-01,2013-06-07,1070.0,2015-05-24,WNA/IAEA,684.0
596,Sanmen-1,29.101,121.642,China,CN,Operational,PWR,AP-1000,2009-04-19,2018-09-21,,1157.0,2018-10-13,WNA/IAEA,879.0
597,Sanmen-2,29.101,121.642,China,CN,Operational,PWR,AP-1000,2009-12-15,2018-11-05,,1157.0,2019-06-02,WNA/IAEA,880.0
598,Sanmen-3,29.101111,121.651944,China,CN,Planned,PWR,,,,,,,WNA,
599,Sanmen-4,29.101111,121.656944,China,CN,Planned,PWR,,,,,,,WNA,
600,Sanming-1,,,China,CN,Planned,FBR,,,,,,,WNA,
601,Sanming-2,,,China,CN,Planned,FBR,,,,,,,WNA,
602,Santa Maria de Garona,42.775,-3.205,Spain,ES,Shutdown,BWR,BWR-3,1966-09-01,1971-05-11,2017-08-02,440.0,2017-09-25,WNA/IAEA,149.0
603,Saxton,40.226944,-78.241944,United States,US,Shutdown,PWR,25,1960-01-01,1967-03-01,1972-05-01,3.0,2015-05-24,IAEA,892.0
604,Seabrook-1,42.897,-70.849,United States,US,Operational,PWR,WH 4LP (DRYAMB),1976-07-07,1990-08-19,,1149.0,2017-02-10,WNA/IAEA,727.0
605,Sendai-1,31.834,130.193,Japan,JP,Operational,PWR,M (3-loop),1979-12-15,1984-07-04,,846.0,2015-05-24,WNA/IAEA,353.0
606,Sendai-2,31.834,130.193,Japan,JP,Operational,PWR,M (3-loop),1981-10-12,1985-11-28,,846.0,2015-05-24,WNA/IAEA,363.0
607,Sendai-3,,,Japan,JP,Planned,APWR,,,,,,,WNA,
608,Sequoyah-1,35.228,-85.094,United States,US,Operational,PWR,WH 4LP (ICECND),1970-05-27,1981-07-01,,1148.0,2017-02-10,WNA/IAEA,663.0
609,Sequoyah-2,35.228,-85.094,United States,US,Operational,PWR,WH 4LP (ICECND),1970-05-27,1982-06-01,,1148.0,2017-02-10,WNA/IAEA,664.0
610,Shanwei-1,,,China,CN,Planned,PWR,,,,,,,WNA,
611,Shaoguan-1,,,China,CN,Planned,PWR,,,,,,,WNA,
612,Shaoguan-2,,,China,CN,Planned,PWR,,,,,,,WNA,
613,Shaoguan-3,,,China,CN,Planned,PWR,,,,,,,WNA,
614,Shaoguan-4,,,China,CN,Planned,PWR,,,,,,,WNA,
615,Shearon Harris-1,35.635,-78.955,United States,US,Operational,PWR,WH 3LP (DRYAMB),1978-01-28,1987-05-02,,900.0,2017-02-10,WNA/IAEA,704.0
616,Shidao Bay-1,36.979167,122.530556,China,CN,Under Construction,HTGR,HTR-PM,2012-12-09,,,200.0,2021-04-20,IAEA/wikipedia,957.0
617,Shika-1,37.061,136.728,Japan,JP,Operational,BWR,BWR-5,1989-07-01,1993-07-30,,505.0,2015-05-24,WNA/IAEA,375.0
618,Shika-2,37.061,136.728,Japan,JP,Operational,BWR,ABWR,2001-08-20,2006-03-15,,1108.0,2021-02-14,WNA/IAEA,842.0
619,Shimane-1,35.537,132.999,Japan,JP,Shutdown,BWR,BWR-3,1970-07-02,1974-03-29,2015-04-30,439.0,2015-05-24,WNA/IAEA,387.0
620,Shimane-2,35.537,132.999,Japan,JP,Operational,BWR,BWR-5,1985-02-02,1989-02-10,,789.0,2015-05-24,WNA/IAEA,368.0
621,Shimane-3,35.537,132.999,Japan,JP,Under Construction,BWR,ABWR,2006-10-24,,,1325.0,2021-02-14,WNA/IAEA,862.0
622,Shin-Wolsong-1,35.722,129.479,South Korea,KR,Operational,PWR,OPR-1000,2007-11-20,2012-07-31,,997.0,2021-06-06,WNA/IAEA,883.0
623,Shin-Wolsong-2,35.722,129.479,South Korea,KR,Operational,PWR,OPR-1000,2008-09-23,2015-07-24,,993.0,2021-06-06,WNA/IAEA,884.0
624,Shin-Hanul-1,37.083889,129.391667,South Korea,KR,Under Construction,PWR,APR-1400,2012-07-10,,,1340.0,2015-05-24,IAEA,887.0
625,Shin-Hanul-2,37.083889,129.391667,South Korea,KR,Under Construction,PWR,APR-1400,2013-06-19,,,1340.0,2015-05-24,IAEA,888.0
626,Shin-Kori-1,35.327,129.302,South Korea,KR,Operational,PWR,OPR-1000,2006-06-16,2011-02-28,,996.0,2021-02-14,WNA/IAEA,864.0
627,Shin-Kori-2,35.327,129.302,South Korea,KR,Operational,PWR,OPR-1000,2007-06-05,2012-07-20,,996.0,2021-02-14,WNA/IAEA,865.0
628,Shin-Kori-3,35.327,129.302,South Korea,KR,Operational,PWR,APR-1400,2008-10-16,2016-12-20,,1416.0,2021-04-19,WNA/IAEA,885.0
629,Shin-Kori-4,35.327,129.302,South Korea,KR,Operational,PWR,APR-1400,2009-08-19,2019-08-29,,1418.0,2021-04-19,WNA/IAEA,886.0
630,Shin-Kori-5,35.327,129.302,South Korea,KR,Under Construction,PWR,APR-1400,2017-04-01,,,1340.0,2018-03-10,WNA/Wikipedia/IAEA,1074.0
631,Shin-Kori-6,35.327,129.302,South Korea,KR,Under Construction,PWR,APR-1400,2018-09-20,,,1340.0,2018-10-13,WNA/Wikipedia/IAEA,1075.0
632,Shippingport,40.63,-80.417778,United States,US,Shutdown,PWR,PLWBR,1954-01-01,1958-05-26,1982-10-01,60.0,2015-05-24,IAEA,890.0
633,Shoreham,40.96,-72.866,United States,US,Shutdown,BWR,,1972-11-01,1986-08-01,1989-05-01,809.0,2017-02-10,WNA/IAEA,659.0
634,Sinop-1,42.0,35.0,Turkey,TR,Planned,PWR,ATMEA-1,,,,,,Wikipedia,
635,Sinop-2,42.0,35.0,Turkey,TR,Planned,PWR,ATMEA-1,,,,,,Wikipedia,
636,Sinop-3,42.0,35.0,Turkey,TR,Planned,PWR,ATMEA-1,,,,,,Wikipedia,
637,Sinop-4,42.0,35.0,Turkey,TR,Planned,PWR,ATMEA-1,,,,,,Wikipedia,
638,Sizewell-A1,52.212,1.621,United Kingdom,GB,Shutdown,GCR,MAGNOX,1961-04-01,1966-03-25,2006-12-31,290.0,2015-05-24,WNA/IAEA,235.0
639,Sizewell-A2,52.212,1.621,United Kingdom,GB,Shutdown,GCR,MAGNOX,1961-04-01,1966-09-15,2006-12-31,290.0,2015-05-24,WNA/IAEA,236.0
640,Sizewell-B,52.212,1.621,United Kingdom,GB,Operational,PWR,SNUPPS,1988-07-18,1995-09-22,,1188.0,2015-05-24,WNA/IAEA,263.0
641,Sizewell-C1,52.21939,1.6228,United Kingdom,GB,Planned,PWR,,,,,,,WNA,
642,Sizewell-C2,52.21939,1.6238,United Kingdom,GB,Planned,PWR,,,,,,,WNA,
643,Smolensk-1,54.169,33.245,Russia,RU,Operational,LWGR,RBMK-1000,1975-10-01,1983-09-30,,925.0,2015-05-24,WNA/IAEA,486.0
644,Smolensk-2,54.169,33.245,Russia,RU,Operational,LWGR,RBMK-1000,1976-06-01,1985-07-02,,925.0,2015-05-24,WNA/IAEA,487.0
645,Smolensk-3,54.169,33.245,Russia,RU,Operational,LWGR,RBMK-1000,1984-05-01,1990-10-12,,925.0,2015-05-24,WNA/IAEA,508.0
647,South Texas-1,28.797,-96.044,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-12-22,1988-08-25,,1250.0,2017-02-10,WNA/IAEA,764.0
648,South Texas-2,28.796,-96.044,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-12-22,1989-06-19,,1250.0,2017-02-10,WNA/IAEA,765.0
649,South Ukraine-1,47.811,31.22,Ukraine,UA,Operational,PWR,VVER V-302,1976-08-01,1983-12-02,,950.0,2015-05-24,WNA/IAEA,577.0
650,South Ukraine-2,47.811,31.22,Ukraine,UA,Operational,PWR,VVER V-338,1981-07-01,1985-04-06,,950.0,2015-05-24,WNA/IAEA,578.0
651,South Ukraine-3,47.811,31.22,Ukraine,UA,Operational,PWR,VVER V-320,1984-11-01,1989-12-29,,950.0,2015-05-24,WNA/IAEA,579.0
652,St. Alban-1,45.404,4.754,France,FR,Operational,PWR,P4 REP 1300,1979-01-29,1986-05-01,,1335.0,2015-05-24,WNA/IAEA,204.0
653,St. Alban-2,45.404,4.754,France,FR,Operational,PWR,P4 REP 1300,1979-07-31,1987-03-01,,1335.0,2015-05-24,WNA/IAEA,205.0
654,St. Laurent-A1,47.724,1.582,France,FR,Shutdown,GCR,UNGG,1963-10-01,1969-06-01,1990-04-18,480.0,2015-05-24,WNA/IAEA,225.0
655,St. Laurent-A2,47.724,1.582,France,FR,Shutdown,GCR,UNGG,1966-01-01,1971-11-01,1992-05-27,515.0,2015-05-24,WNA/IAEA,229.0
656,St. Laurent-B1,47.724,1.582,France,FR,Operational,PWR,CP2,1976-05-01,1983-08-01,,915.0,2015-05-24,WNA/IAEA,169.0
657,St. Laurent-B2,47.72,1.581,France,FR,Operational,PWR,CP2,1976-07-01,1983-08-01,,880.0,2015-05-24,WNA/IAEA,177.0
658,St. Lucie-1,27.348,-80.244,United States,US,Operational,PWR,CE 2LP (DRYAMB),1970-07-01,1976-12-21,,830.0,2017-02-10,WNA/IAEA,670.0
659,St. Lucie-2,27.348,-80.244,United States,US,Operational,PWR,CE 2LP (DRYAMB),1977-06-02,1983-08-08,,830.0,2017-02-10,WNA/IAEA,698.0
660,Stade,53.62,9.53,Germany,DE,Shutdown,PWR,,1967-12-01,1972-05-19,2003-11-14,630.0,2015-05-24,WNA/IAEA,83.0
661,Summer-1,34.299,-81.314,United States,US,Operational,PWR,WH 3LP (DRYAMB),1973-03-21,1984-01-01,,900.0,2017-02-10,WNA/IAEA,701.0
662,Summer-2,34.295833,-81.320278,United States,US,Suspended Construction,PWR,AP-1000,2013-03-09,,,1117.0,2018-03-10,IAEA,1038.0
663,Summer-3,34.295833,-81.320278,United States,US,Suspended Construction,PWR,AP-1000,2013-11-02,,,1117.0,2018-03-10,IAEA,1039.0
664,Super-Phenix,45.76,5.474,France,FR,Shutdown,FBR,Na-1200,1976-12-13,1986-12-01,1998-12-31,1200.0,2015-05-24,WNA/IAEA,178.0
665,Surry-1,37.166,-76.7,United States,US,Operational,PWR,WH 3LP (DRYSUB),1968-06-25,1972-12-22,,788.0,2017-02-10,WNA/IAEA,631.0
666,Surry-2,37.166,-76.7,United States,US,Operational,PWR,WH 3LP (DRYSUB),1968-06-25,1973-05-01,,788.0,2017-02-10,WNA/IAEA,632.0
667,Susquehanna-1,41.093,-76.143,United States,US,Operational,BWR,BWR-4 (Mark 2),1973-11-02,1983-06-08,,1065.0,2015-05-24,WNA/IAEA,696.0
668,Susquehanna-2,41.093,-76.143,United States,US,Operational,BWR,BWR-4 (Mark 2),1973-11-02,1985-02-12,,1065.0,2015-05-24,WNA/IAEA,697.0
669,Taishan-1,21.917778,112.981944,China,CN,Operational,PWR,EPR-1750,2009-11-18,2018-12-13,,1660.0,2021-01-09,WNA/IAEA/Wikipedia,918.0
670,Taishan-2,21.917778,112.981944,China,CN,Operational,PWR,EPR-1750,2010-04-15,,,1660.0,2021-01-09,WNA/IAEA/Wikipedia,919.0
671,Takahama-1,35.52,135.503,Japan,JP,Operational,PWR,M (3-loop),1970-04-25,1974-11-14,,780.0,2015-05-24,WNA/IAEA,388.0
672,Takahama-2,35.52,135.503,Japan,JP,Operational,PWR,M (3-loop),1971-03-09,1975-11-14,,780.0,2015-05-24,WNA/IAEA,337.0
673,Takahama-3,35.52,135.503,Japan,JP,Operational,PWR,M (3-loop),1980-12-12,1985-01-17,,830.0,2015-05-24,WNA/IAEA,354.0
674,Takahama-4,35.52,135.503,Japan,JP,Operational,PWR,M (3-loop),1981-03-19,1985-06-05,,830.0,2015-05-24,WNA/IAEA,356.0
675,Taohuajiang-1,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
676,Taohuajiang-2,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
677,Taohuajiang-3,,,China,CN,Planned,PWR,,,,,,,WNA,
678,Taohuajiang-4,,,China,CN,Planned,PWR,,,,,,,WNA,
679,Tarapur-1,19.834,72.657,India,IN,Operational,BWR,BWR-1 (Mark 2),1964-10-01,1969-10-28,,200.0,2015-05-24,WNA/IAEA,285.0
680,Tarapur-2,19.834,72.657,India,IN,Operational,BWR,BWR-1 (Mark 2),1964-10-01,1969-10-28,,200.0,2015-05-24,WNA/IAEA,296.0
681,Tarapur-3,19.834,72.657,India,IN,Operational,PHWR,Horizontal Pressure Tube Type,2000-05-12,2006-08-18,,502.0,2015-05-24,WNA/IAEA,300.0
682,Tarapur-4,19.834,72.657,India,IN,Operational,PHWR,Horizontal Pressure Tube Type,2000-03-08,2005-09-12,,502.0,2015-05-24,WNA/IAEA,301.0
683,Temelin-1,49.181,14.377,Czechia,CZ,Operational,PWR,VVER V-320,1987-02-01,2002-06-10,,1027.0,2021-02-14,WNA/IAEA,74.0
684,Temelin-2,49.181,14.377,Czechia,CZ,Operational,PWR,VVER V-320,1987-02-01,2003-04-18,,1029.0,2021-02-14,WNA/IAEA,75.0
685,Three Mile Island-1,40.154,-76.727,United States,US,Shutdown,PWR,B&W LLP (DRYAMB),1968-05-18,1974-09-02,2019-09-20,819.0,2019-11-22,WNA/IAEA,637.0
686,Three Mile Island-2,40.154,-76.727,United States,US,Shutdown,PWR,,1969-11-01,1978-12-30,1979-03-28,906.0,2015-05-24,WNA/IAEA,657.0
687,THTR-300,51.68,7.972,Germany,DE,Shutdown,HTGR,Pebble bed reactor,1971-05-03,1987-06-01,1988-09-29,296.0,2015-05-24,WNA/IAEA,92.0
688,Tianwan-1,34.69,119.456,China,CN,Operational,PWR,VVER V-428,1999-10-20,2007-05-17,,990.0,2015-05-24,WNA/IAEA,838.0
689,Tianwan-2,34.69,119.456,China,CN,Operational,PWR,VVER V-428,2000-09-20,2007-08-16,,990.0,2015-05-24,WNA/IAEA,839.0
690,Tianwan-3,34.6868,119.456,China,CN,Operational,PWR,VVER V-428M,2012-12-27,2018-02-14,,1060.0,2018-06-30,WNA/IAEA,973.0
691,Tianwan-4,34.6858,119.456,China,CN,Operational,PWR,VVER V-428M,2013-09-27,2018-12-22,,1060.0,2019-06-02,WNA/IAEA,974.0
692,Tianwan-5,34.6838,119.456,China,CN,Operational,PWR,CNP-1000,2015-12-27,2020-09-08,,1000.0,2021-01-05,WNA/Wikipedia/IAEA,975.0
693,Tianwan-6,34.6828,119.456,China,CN,Operational,PWR,CNP-1000,2016-09-07,2021-06-02,,1000.0,2021-06-28,WNA/Wikipedia/IAEA,976.0
694,Tihange-1,50.533,5.271,Belgium,BE,Operational,PWR,Framatome 3 loops reactor,1970-06-01,1975-10-01,,870.0,2015-05-24,WNA/IAEA,10.0
695,Tihange-2,50.533,5.271,Belgium,BE,Operational,PWR,WH 3LP,1976-04-01,1983-06-01,,900.0,2017-02-10,WNA/IAEA,13.0
696,Tihange-3,50.533,5.271,Belgium,BE,Operational,PWR,WH 3LP,1978-11-01,1985-09-01,,1020.0,2017-02-10,WNA/IAEA,15.0
697,Tokai-1,36.466,140.612,Japan,JP,Shutdown,GCR,MAGNOX,1961-03-01,1966-07-25,1998-03-31,159.0,2015-05-24,WNA/IAEA,344.0
698,Tokai-2,36.466,140.612,Japan,JP,Operational,BWR,BWR-5,1973-10-03,1978-11-28,,1056.0,2015-05-24,WNA/IAEA,346.0
699,Tomari-1,43.038,140.515,Japan,JP,Operational,PWR,M (2-loop),1985-04-18,1989-06-22,,550.0,2015-05-24,WNA/IAEA,370.0
700,Tomari-2,43.038,140.515,Japan,JP,Operational,PWR,M (2-loop),1985-06-13,1991-04-12,,550.0,2015-05-24,WNA/IAEA,371.0
701,Tomari-3,43.038,140.515,Japan,JP,Operational,PWR,M (3-loop),2004-11-18,2009-12-22,,866.0,2015-05-24,WNA/IAEA,856.0
702,Torness-1,55.966,-2.399,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1988-05-25,,645.0,2015-05-24,WNA/IAEA,261.0
703,Torness-2,55.966,-2.399,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1989-02-03,,645.0,2015-05-24,WNA/IAEA,262.0
704,Trawsfynydd-1,52.923,-3.947,United Kingdom,GB,Shutdown,GCR,MAGNOX,1959-07-01,1965-03-24,1991-02-06,250.0,2015-05-24,WNA/IAEA,273.0
705,Trawsfynydd-2,52.922,-3.947,United Kingdom,GB,Shutdown,GCR,MAGNOX,1959-07-01,1965-03-24,1991-02-04,250.0,2015-05-24,WNA/IAEA,274.0
706,Tricastin-1,44.33,4.733,France,FR,Operational,PWR,CP1,1974-11-01,1980-12-01,,915.0,2015-05-24,WNA/IAEA,170.0
707,Tricastin-2,44.33,4.733,France,FR,Operational,PWR,CP1,1974-12-01,1980-12-01,,915.0,2015-05-24,WNA/IAEA,171.0
708,Tricastin-3,44.331,4.733,France,FR,Operational,PWR,CP1,1975-04-01,1981-05-11,,915.0,2015-05-24,WNA/IAEA,179.0
709,Tricastin-4,44.331,4.733,France,FR,Operational,PWR,CP1,1975-05-01,1981-11-01,,915.0,2015-05-24,WNA/IAEA,180.0
710,Trillo-1,40.699,-2.622,Spain,ES,Operational,PWR,PWR 3 loops,1979-08-17,1988-08-06,,990.0,2015-05-24,WNA/IAEA,141.0
712,Trojan,46.04,-122.887,United States,US,Shutdown,PWR,,1970-02-01,1976-05-20,1992-11-09,1130.0,2015-05-24,WNA/IAEA,675.0
713,Tsuruga-1,35.672,136.079,Japan,JP,Shutdown,BWR,BWR-2,1966-11-24,1970-03-14,2015-04-27,341.0,2015-05-24,WNA/IAEA,355.0
